City,Year,Month,Date,UE Rate,Crime Rate,
LA,2014,May,5/1/2014,8.1," 2,608 ",
LA,2014,June,6/1/2014,8.3," 2,608 ",
LA,2014,July,7/1/2014,9," 2,608 ",
LA,2014,August,8/1/2014,8.6," 2,608 ",
LA,2014,September,9/1/2014,8," 2,608 ",
LA,2014,October,10/1/2014,7.8," 2,608 ",
LA,2014,November,11/1/2014,7.7," 2,608 ",
LA,2014,December,12/1/2014,7.2," 2,608 ",
LA,2015,January,1/1/2015,7.9," 3,002 ",
LA,2015,February,2/1/2015,7.4," 3,002 ",
LA,2015,March,3/1/2015,7," 3,002 ",
LA,2015,April,4/1/2015,6.7," 3,002 ",
LA,2015,May,5/1/2015,6.8," 3,002 ",
LA,2015,June,6/1/2015,6.8," 3,002 ",
LA,2015,July,7/1/2015,7.2," 3,002 ",
LA,2015,August,8/1/2015,6.6," 3,002 ",
LA,2015,September,9/1/2015,6.1," 3,002 ",
LA,2015,October,10/1/2015,5.9," 3,002 ",
LA,2015,November,11/1/2015,5.7," 3,002 ",
LA,2015,December,12/1/2015,5.5," 3,002 ",
LA,2016,January,1/1/2016,5.8," 3,214 ",
LA,2016,February,2/1/2016,5.4," 3,214 ",
LA,2016,March,3/1/2016,5.3," 3,214 ",
LA,2016,April,4/1/2016,5," 3,214 ",
LA,2016,May,5/1/2016,4.8," 3,214 ",
LA,2016,June,6/1/2016,5.3," 3,214 ",
LA,2016,July,7/1/2016,5.8," 3,214 ",
LA,2016,August,8/1/2016,5.6," 3,214 ",
LA,2016,September,9/1/2016,5.3," 3,214 ",
LA,2016,October,10/1/2016,5.1," 3,214 ",
LA,2016,November,11/1/2016,4.8," 3,214 ",
LA,2016,December,12/1/2016,4.7," 3,214 ",
LA,2017,January,1/1/2017,5.2," 3,303 ",
LA,2017,February,2/1/2017,5," 3,303 ",
LA,2017,March,3/1/2017,4.7," 3,303 ",
LA,2017,April,4/1/2017,4.4," 3,303 ",
LA,2017,May,5/1/2017,4.4," 3,303 ",
LA,2017,June,6/1/2017,4.8," 3,303 ",
LA,2017,July,7/1/2017,5.3," 3,303 ",
LA,2017,August,8/1/2017,5.1," 3,303 ",
LA,2017,September,9/1/2017,4.6," 3,303 ",
LA,2017,October,10/1/2017,4.4," 3,303 ",
LA,2017,November,11/1/2017,4.3," 3,303 ",
LA,2017,December,12/1/2017,4.1," 3,303 ",
LA,2018,January,1/1/2018,4.7,  ,
LA,2018,February,2/1/2018,4.5,  ,
LA,2018,March,3/1/2018,4.2,  ,
LA,2018,April,4/1/2018,4,  ,
LA,2018,May,5/1/2018,4.1,  ,
LA,2018,June,6/1/2018,4.8,  ,
LA,2018,July,7/1/2018,5.1,  ,
LA,2018,August,8/1/2018,5.1,  ,
LA,2018,October,10/1/2018,4.7,  ,
LA,2018,September,9/1/2018,4.8,  ,
SF,1990,January,1/1/1990,3.1,  ,
SF,1990,February,2/1/1990,2.9,  ,
SF,1990,March,3/1/1990,2.7,  ,
SF,1990,April,4/1/1990,3,  ,
SF,1990,May,5/1/1990,3,  ,
SF,1990,June,6/1/1990,3.1,  ,
SF,1990,July,7/1/1990,3.8,  ,
SF,1990,August,8/1/1990,3.6,  ,
SF,1990,September,9/1/1990,3.5,  ,
SF,1990,October,10/1/1990,3.4,  ,
SF,1990,November,11/1/1990,3.4,  ,
SF,1990,December,12/1/1990,3.3,  ,
SF,1991,January,1/1/1991,4.2,  ,
SF,1991,February,2/1/1991,4.5,  ,
SF,1991,March,3/1/1991,4.5,  ,
SF,1991,April,4/1/1991,4.3,  ,
SF,1991,May,5/1/1991,4.6,  ,
SF,1991,June,6/1/1991,4.9,  ,
SF,1991,July,7/1/1991,5.2,  ,
SF,1991,August,8/1/1991,5.1,  ,
SF,1991,September,9/1/1991,5,  ,
SF,1991,October,10/1/1991,4.7,  ,
SF,1991,November,11/1/1991,4.5,  ,
SF,1991,December,12/1/1991,4.4,  ,
SF,1992,January,1/1/1992,5.6,  ,
SF,1992,February,2/1/1992,5.6,  ,
SF,1992,March,3/1/1992,5.7,  ,
SF,1992,April,4/1/1992,5.6,  ,
SF,1992,May,5/1/1992,5.9,  ,
SF,1992,June,6/1/1992,6.4,  ,
SF,1992,July,7/1/1992,6.6,  ,
SF,1992,August,8/1/1992,6.5,  ,
SF,1992,September,9/1/1992,6.5,  ,
SF,1992,October,10/1/1992,5.8,  ,
SF,1992,November,11/1/1992,5.9,  ,
SF,1992,December,12/1/1992,5.5,  ,
SF,1993,January,1/1/1993,6.2,  ,
SF,1993,February,2/1/1993,6.2,  ,
SF,1993,March,3/1/1993,6.2,  ,
SF,1993,April,4/1/1993,6.1,  ,
SF,1993,May,5/1/1993,6,  ,
SF,1993,June,6/1/1993,6.5,  ,
SF,1993,July,7/1/1993,6.7,  ,
SF,1993,August,8/1/1993,6.4,  ,
SF,1993,September,9/1/1993,6.2,  ,
SF,1993,October,10/1/1993,6,  ,
SF,1993,November,11/1/1993,5.7,  ,
SF,1993,December,12/1/1993,5.2,  ,
SF,1994,January,1/1/1994,6.2,  ,
SF,1994,February,2/1/1994,6,  ,
SF,1994,March,3/1/1994,5.8,  ,
SF,1994,April,4/1/1994,5.7,  ,
SF,1994,May,5/1/1994,5.4,  ,
SF,1994,June,6/1/1994,5.8,  ,
SF,1994,July,7/1/1994,6.1,  ,
SF,1994,August,8/1/1994,5.9,  ,
SF,1994,September,9/1/1994,5.6,  ,
SF,1994,October,10/1/1994,5.3,  ,
SF,1994,November,11/1/1994,4.8,  ,
SF,1994,December,12/1/1994,4.3,  ,
SF,1995,January,1/1/1995,5.2,  ,
SF,1995,February,2/1/1995,5.1,  ,
SF,1995,March,3/1/1995,5.1,  ,
SF,1995,April,4/1/1995,5.4,  ,
SF,1995,May,5/1/1995,5.2,  ,
SF,1995,June,6/1/1995,5.5,  ,
SF,1995,July,7/1/1995,5.9,  ,
SF,1995,August,8/1/1995,5.6,  ,
SF,1995,September,9/1/1995,5.3,  ,
SF,1995,October,10/1/1995,4.9,  ,
SF,1995,November,11/1/1995,4.6,  ,
SF,1995,December,12/1/1995,4.1,  ,
SF,1996,January,1/1/1996,4.9,  ,
SF,1996,February,2/1/1996,4.4,  ,
SF,1996,March,3/1/1996,4.3,  ,
SF,1996,April,4/1/1996,4.3,  ,
SF,1996,May,5/1/1996,4.2,  ,
SF,1996,June,6/1/1996,4.3,  ,
SF,1996,July,7/1/1996,4.7,  ,
SF,1996,August,8/1/1996,4.2,  ,
SF,1996,September,9/1/1996,4,  ,
SF,1996,October,10/1/1996,3.7,  ,
SF,1996,November,11/1/1996,3.5,  ,
SF,1996,December,12/1/1996,3.1,  ,
SF,1997,January,1/1/1997,3.7,  ,
SF,1997,February,2/1/1997,3.4,  ,
SF,1997,March,3/1/1997,3.5,  ,
SF,1997,April,4/1/1997,3.3,  ,
SF,1997,May,5/1/1997,3.2,  ,
SF,1997,June,6/1/1997,3.7,  ,
SF,1997,July,7/1/1997,3.9,  ,
SF,1997,August,8/1/1997,3.8,  ,
SF,1997,September,9/1/1997,3.6,  ,
SF,1997,October,10/1/1997,3.2,  ,
SF,1997,November,11/1/1997,3,  ,
SF,1997,December,12/1/1997,2.8,  ,
SF,1998,January,1/1/1998,3.2,  ,
SF,1998,February,2/1/1998,3.1,  ,
SF,1998,March,3/1/1998,3.2,  ,
SF,1998,April,4/1/1998,2.9,  ,
SF,1998,May,5/1/1998,2.9,  ,
SF,1998,June,6/1/1998,3.3,  ,
SF,1998,July,7/1/1998,3.5,  ,
SF,1998,August,8/1/1998,3.4,  ,
SF,1998,September,9/1/1998,3.3,  ,
SF,1998,October,10/1/1998,3,  ,
SF,1998,November,11/1/1998,2.7,  ,
SF,1998,December,12/1/1998,2.4,  ,
SF,1999,January,1/1/1999,2.9,  ,
SF,1999,February,2/1/1999,2.7,  ,
SF,1999,March,3/1/1999,2.6,  ,
SF,1999,April,4/1/1999,2.5,  ,
SF,1999,May,5/1/1999,2.3,  ,
SF,1999,June,6/1/1999,2.7,  ,
SF,1999,July,7/1/1999,2.9,  ,
SF,1999,August,8/1/1999,2.7,  ,
SF,1999,September,9/1/1999,2.5,  ,
SF,1999,October,10/1/1999,2.4,  ,
SF,1999,November,11/1/1999,2.2,  ,
SF,1999,December,12/1/1999,2,  ,
SF,2000,January,1/1/2000,3.4,  ,
SF,2000,February,2/1/2000,3.2,  ,
SF,2000,March,3/1/2000,3.3,  ,
SF,2000,April,4/1/2000,2.9,  ,
SF,2000,May,5/1/2000,3,  ,
SF,2000,June,6/1/2000,3.5,  ,
SF,2000,July,7/1/2000,3.5,  ,
SF,2000,August,8/1/2000,3.4,  ,
SF,2000,September,9/1/2000,3.1,  ,
SF,2000,October,10/1/2000,3,  ,
SF,2000,November,11/1/2000,3,  ,
SF,2000,December,12/1/2000,2.7,  ,
SF,2001,January,1/1/2001,3.5,  ,
SF,2001,February,2/1/2001,3.4,  ,
SF,2001,March,3/1/2001,3.7,  ,
SF,2001,April,4/1/2001,3.7,  ,
SF,2001,May,5/1/2001,3.8,  ,
SF,2001,June,6/1/2001,4.5,  ,
SF,2001,July,7/1/2001,4.8,  ,
SF,2001,August,8/1/2001,5.1,  ,
SF,2001,September,9/1/2001,5,  ,
SF,2001,October,10/1/2001,5.6,  ,
SF,2001,November,11/1/2001,5.7,  ,
SF,2001,December,12/1/2001,5.4,  ,
SF,2002,January,1/1/2002,6.4,  ,
SF,2002,February,2/1/2002,6.2,  ,
SF,2002,March,3/1/2002,6.4,  ,
SF,2002,April,4/1/2002,6.2,  ,
SF,2002,May,5/1/2002,5.9,  ,
SF,2002,June,6/1/2002,6.5,  ,
SF,2002,July,7/1/2002,6.5,  ,
SF,2002,August,8/1/2002,6.5,  ,
SF,2002,September,9/1/2002,6.3,  ,
SF,2002,October,10/1/2002,6.3,  ,
SF,2002,November,11/1/2002,6.3,  ,
SF,2002,December,12/1/2002,6.1,  ,
SF,2003,January,1/1/2003,6.6,  ,
SF,2003,February,2/1/2003,6.4,  ,
SF,2003,March,3/1/2003,6.6,  ,
SF,2003,April,4/1/2003,6.3,  ,
SF,2003,May,5/1/2003,6.1,  ,
SF,2003,June,6/1/2003,6.9,  ,
SF,2003,July,7/1/2003,6.6,  ,
SF,2003,August,8/1/2003,6.4,  ,
SF,2003,September,9/1/2003,6.1,  ,
SF,2003,October,10/1/2003,6,  ,
SF,2003,November,11/1/2003,5.9,  ,
SF,2003,December,12/1/2003,5.3,  ,
SF,2004,January,1/1/2004,6,  ,
SF,2004,February,2/1/2004,5.7,  ,
SF,2004,March,3/1/2004,6,  ,
SF,2004,April,4/1/2004,5.5,  ,
SF,2004,May,5/1/2004,5.1,  ,
SF,2004,June,6/1/2004,5.5,  ,
SF,2004,July,7/1/2004,5.5,  ,
SF,2004,August,8/1/2004,5.2,  ,
SF,2004,September,9/1/2004,4.9,  ,
SF,2004,October,10/1/2004,5,  ,
SF,2004,November,11/1/2004,5.1,  ,
SF,2004,December,12/1/2004,4.6,  ,
SF,2005,January,1/1/2005,5,  ,
SF,2005,February,2/1/2005,5,  ,
SF,2005,March,3/1/2005,5,  ,
SF,2005,April,4/1/2005,4.6,  ,
SF,2005,May,5/1/2005,4.3,  ,
SF,2005,June,6/1/2005,4.8,  ,
SF,2005,July,7/1/2005,4.8,  ,
SF,2005,August,8/1/2005,4.7,  ,
SF,2005,September,9/1/2005,4.5,  ,
SF,2005,October,10/1/2005,4.5,  ,
SF,2005,November,11/1/2005,4.5,  ,
SF,2005,December,12/1/2005,4,  ,
SF,2006,January,1/1/2006,4.3,  ,
SF,2006,February,2/1/2006,4.3,  ,
SF,2006,March,3/1/2006,4.2,  ,
SF,2006,April,4/1/2006,3.9,  ,
SF,2006,May,5/1/2006,3.7,  ,
SF,2006,June,6/1/2006,4.1,  ,
SF,2006,July,7/1/2006,4.3,  ,
SF,2006,August,8/1/2006,4.1,  ,
SF,2006,September,9/1/2006,3.8,  ,
SF,2006,October,10/1/2006,3.6,  ,
SF,2006,November,11/1/2006,3.8,  ,
SF,2006,December,12/1/2006,3.5,  ,
SF,2007,January,1/1/2007,4.2,  ,
SF,2007,February,2/1/2007,4,  ,
SF,2007,March,3/1/2007,4,  ,
SF,2007,April,4/1/2007,3.8,  ,
SF,2007,May,5/1/2007,3.7,  ,
SF,2007,June,6/1/2007,4.2,  ,
SF,2007,July,7/1/2007,4.4,  ,
SF,2007,August,8/1/2007,4.2,  ,
SF,2007,September,9/1/2007,4.1,  ,
SF,2007,October,10/1/2007,4,  ,
SF,2007,November,11/1/2007,4.1,  ,
SF,2007,December,12/1/2007,4,  ,
SF,2008,January,1/1/2008,4.4,  ,
SF,2008,February,2/1/2008,4.2,  ,
SF,2008,March,3/1/2008,4.4,  ,
SF,2008,April,4/1/2008,4.1,  ,
SF,2008,May,5/1/2008,4.5,  ,
SF,2008,June,6/1/2008,5.1,  ,
SF,2008,July,7/1/2008,5.5,  ,
SF,2008,August,8/1/2008,5.6,  ,
SF,2008,September,9/1/2008,5.4,  ,
SF,2008,October,10/1/2008,5.6,  ,
SF,2008,November,11/1/2008,5.9,  ,
SF,2008,December,12/1/2008,6.2,  ,
SF,2009,January,1/1/2009,7.3,  ,
SF,2009,February,2/1/2009,7.7,  ,
SF,2009,March,3/1/2009,8.2,  ,
SF,2009,April,4/1/2009,7.9,  ,
SF,2009,May,5/1/2009,8.2,  ,
SF,2009,June,6/1/2009,8.9,  ,
SF,2009,July,7/1/2009,9,  ,
SF,2009,August,8/1/2009,9,  ,
SF,2009,September,9/1/2009,8.9,  ,
SF,2009,October,10/1/2009,8.9,  ,
SF,2009,November,11/1/2009,8.8,  ,
SF,2009,December,12/1/2009,8.7,  ,
SF,2010,January,1/1/2010,9.1," 4,730 ",
SF,2010,February,2/1/2010,8.9," 4,730 ",
SF,2010,March,3/1/2010,9.1," 4,730 ",
SF,2010,April,4/1/2010,8.6," 4,730 ",
SF,2010,May,5/1/2010,8.3," 4,730 ",
SF,2010,June,6/1/2010,8.7," 4,730 ",
SF,2010,July,7/1/2010,8.8," 4,730 ",
SF,2010,August,8/1/2010,8.7," 4,730 ",
SF,2010,September,9/1/2010,8.5," 4,730 ",
SF,2010,October,10/1/2010,8.4," 4,730 ",
SF,2010,November,11/1/2010,8.7," 4,730 ",
SF,2010,December,12/1/2010,8.1," 4,730 ",
SF,2011,January,1/1/2011,8.5," 4,687 ",
SF,2011,February,2/1/2011,8.2," 4,687 ",
SF,2011,March,3/1/2011,8.1," 4,687 ",
SF,2011,April,4/1/2011,7.7," 4,687 ",
SF,2011,May,5/1/2011,7.6," 4,687 ",
SF,2011,June,6/1/2011,8.2," 4,687 ",
SF,2011,July,7/1/2011,8.1," 4,687 ",
SF,2011,August,8/1/2011,8," 4,687 ",
SF,2011,September,9/1/2011,7.7," 4,687 ",
SF,2011,October,10/1/2011,7.5," 4,687 ",
SF,2011,November,11/1/2011,7.3," 4,687 ",
SF,2011,December,12/1/2011,7," 4,687 ",
SF,2012,January,1/1/2012,7.3," 5,380 ",
SF,2012,February,2/1/2012,7.2," 5,380 ",
SF,2012,March,3/1/2012,7.1," 5,380 ",
SF,2012,April,4/1/2012,6.6," 5,380 ",
SF,2012,May,5/1/2012,6.6," 5,380 ",
SF,2012,June,6/1/2012,7," 5,380 ",
SF,2012,July,7/1/2012,7," 5,380 ",
SF,2012,August,8/1/2012,6.7," 5,380 ",
SF,2012,September,9/1/2012,6.1," 5,380 ",
SF,2012,October,10/1/2012,6.1," 5,380 ",
SF,2012,November,11/1/2012,5.9," 5,380 ",
SF,2012,December,12/1/2012,5.8," 5,380 ",
SF,2013,January,1/1/2013,6.2," 6,584 ",
SF,2013,February,2/1/2013,5.8," 6,584 ",
SF,2013,March,3/1/2013,5.6," 6,584 ",
SF,2013,April,4/1/2013,5.1," 6,584 ",
SF,2013,May,5/1/2013,5.2," 6,584 ",
SF,2013,June,6/1/2013,5.7," 6,584 ",
SF,2013,July,7/1/2013,5.7," 6,584 ",
SF,2013,August,8/1/2013,5.4," 6,584 ",
SF,2013,September,9/1/2013,5.2," 6,584 ",
SF,2013,October,10/1/2013,5.2," 6,584 ",
SF,2013,November,11/1/2013,4.9," 6,584 ",
SF,2013,December,12/1/2013,4.5," 6,584 ",
SF,2014,January,1/1/2014,4.8," 6,077 ",
SF,2014,February,2/1/2014,4.8," 6,077 ",
SF,2014,March,3/1/2014,4.8," 6,077 ",
SF,2014,April,4/1/2014,4.1," 6,077 ",
SF,2014,May,5/1/2014,4.1," 6,077 ",
SF,2014,June,6/1/2014,4.4," 6,077 ",
SF,2014,July,7/1/2014,4.6," 6,077 ",
SF,2014,August,8/1/2014,4.5," 6,077 ",
SF,2014,September,9/1/2014,4.1," 6,077 ",
SF,2014,October,10/1/2014,4," 6,077 ",
SF,2014,November,11/1/2014,3.9," 6,077 ",
SF,2014,December,12/1/2014,3.6," 6,077 ",
SF,2015,January,1/1/2015,4," 6,895 ",
SF,2015,February,2/1/2015,3.8," 6,895 ",
SF,2015,March,3/1/2015,3.7," 6,895 ",
SF,2015,April,4/1/2015,3.4," 6,895 ",
SF,2015,May,5/1/2015,3.4," 6,895 ",
SF,2015,June,6/1/2015,3.6," 6,895 ",
SF,2015,July,7/1/2015,3.8," 6,895 ",
SF,2015,August,8/1/2015,3.5," 6,895 ",
SF,2015,September,9/1/2015,3.2," 6,895 ",
SF,2015,October,10/1/2015,3.3," 6,895 ",
SF,2015,November,11/1/2015,3.2," 6,895 ",
SF,2015,December,12/1/2015,3.1," 6,895 ",
SF,2016,January,1/1/2016,3.3," 6,117 ",
SF,2016,February,2/1/2016,3.2," 6,117 ",
SF,2016,March,3/1/2016,3.3," 6,117 ",
SF,2016,April,4/1/2016,3.1," 6,117 ",
SF,2016,May,5/1/2016,2.8," 6,117 ",
SF,2016,June,6/1/2016,3.3," 6,117 ",
SF,2016,July,7/1/2016,3.4," 6,117 ",
SF,2016,August,8/1/2016,3.3," 6,117 ",
SF,2016,September,9/1/2016,3.2," 6,117 ",
SF,2016,October,10/1/2016,3.2," 6,117 ",
SF,2016,November,11/1/2016,3," 6,117 ",
SF,2016,December,12/1/2016,2.9," 6,117 ",
SF,2017,January,1/1/2017,3.3," 6,859 ",
SF,2017,February,2/1/2017,3.1," 6,859 ",
SF,2017,March,3/1/2017,2.9," 6,859 ",
SF,2017,April,4/1/2017,2.7," 6,859 ",
SF,2017,May,5/1/2017,2.6," 6,859 ",
SF,2017,June,6/1/2017,3," 6,859 ",
SF,2017,July,7/1/2017,3.1," 6,859 ",
SF,2017,August,8/1/2017,3.1," 6,859 ",
SF,2017,September,9/1/2017,2.6," 6,859 ",
SF,2017,October,10/1/2017,2.6," 6,859 ",
SF,2017,November,11/1/2017,2.4," 6,859 ",
SF,2017,December,12/1/2017,2.3," 6,859 ",
SF,2018,January,1/1/2018,2.6,  ,
SF,2018,February,2/1/2018,2.5,  ,
SF,2018,March,3/1/2018,2.3,  ,
SF,2018,April,4/1/2018,2.1,  ,
SF,2018,May,5/1/2018,2,  ,
SF,2018,June,6/1/2018,2.6,  ,
SF,2018,July,7/1/2018,2.4,  ,
SF,2018,August,8/1/2018,2.4,  ,
SF,2018,September,9/1/2018,2.2,  ,
SF,2018,October,10/1/2018,2.2,  ,
