City,Year,Month,Date,UE Rate,Crime Rate,
OAK,1990,January,1/1/1990,3.8,  ,
OAK,1990,February,2/1/1990,3.7,  ,
OAK,1990,March,3/1/1990,3.6,  ,
OAK,1990,April,4/1/1990,3.8,  ,
OAK,1990,May,5/1/1990,3.7,  ,
OAK,1990,June,6/1/1990,3.9,  ,
OAK,1990,July,7/1/1990,4.5,  ,
OAK,1990,August,8/1/1990,4.3,  ,
OAK,1990,September,9/1/1990,4.4,  ,
OAK,1990,October,10/1/1990,4.2,  ,
OAK,1990,November,11/1/1990,4.3,  ,
OAK,1990,December,12/1/1990,4.3,  ,
OAK,1991,January,1/1/1991,5.2,  ,
OAK,1991,February,2/1/1991,5.3,  ,
OAK,1991,March,3/1/1991,5.4,  ,
OAK,1991,April,4/1/1991,5.2,  ,
OAK,1991,May,5/1/1991,5.4,  ,
OAK,1991,June,6/1/1991,5.7,  ,
OAK,1991,July,7/1/1991,5.9,  ,
OAK,1991,August,8/1/1991,5.6,  ,
OAK,1991,September,9/1/1991,5.6,  ,
OAK,1991,October,10/1/1991,5.4,  ,
OAK,1991,November,11/1/1991,5.3,  ,
OAK,1991,December,12/1/1991,5.2,  ,
OAK,1992,January,1/1/1992,6.3,  ,
OAK,1992,February,2/1/1992,6.4,  ,
OAK,1992,March,3/1/1992,6.3,  ,
OAK,1992,April,4/1/1992,6.2,  ,
OAK,1992,May,5/1/1992,6.4,  ,
OAK,1992,June,6/1/1992,7,  ,
OAK,1992,July,7/1/1992,7.1,  ,
OAK,1992,August,8/1/1992,7,  ,
OAK,1992,September,9/1/1992,6.9,  ,
OAK,1992,October,10/1/1992,6.3,  ,
OAK,1992,November,11/1/1992,6.5,  ,
OAK,1992,December,12/1/1992,6.2,  ,
OAK,1993,January,1/1/1993,6.9,  ,
OAK,1993,February,2/1/1993,6.8,  ,
OAK,1993,March,3/1/1993,6.6,  ,
OAK,1993,April,4/1/1993,6.5,  ,
OAK,1993,May,5/1/1993,6.4,  ,
OAK,1993,June,6/1/1993,6.9,  ,
OAK,1993,July,7/1/1993,7.2,  ,
OAK,1993,August,8/1/1993,6.9,  ,
OAK,1993,September,9/1/1993,6.8,  ,
OAK,1993,October,10/1/1993,6.5,  ,
OAK,1993,November,11/1/1993,6.3,  ,
OAK,1993,December,12/1/1993,5.8,  ,
OAK,1994,January,1/1/1994,6.7,  ,
OAK,1994,February,2/1/1994,6.6,  ,
OAK,1994,March,3/1/1994,6.3,  ,
OAK,1994,April,4/1/1994,6.2,  ,
OAK,1994,May,5/1/1994,5.9,  ,
OAK,1994,June,6/1/1994,6.3,  ,
OAK,1994,July,7/1/1994,6.7,  ,
OAK,1994,August,8/1/1994,6.5,  ,
OAK,1994,September,9/1/1994,6.2,  ,
OAK,1994,October,10/1/1994,5.8,  ,
OAK,1994,November,11/1/1994,5.4,  ,
OAK,1994,December,12/1/1994,5,  ,
OAK,1995,January,1/1/1995,5.9,  ,
OAK,1995,February,2/1/1995,5.5,  ,
OAK,1995,March,3/1/1995,5.6,  ,
OAK,1995,April,4/1/1995,5.9,  ,
OAK,1995,May,5/1/1995,5.7,  ,
OAK,1995,June,6/1/1995,6,  ,
OAK,1995,July,7/1/1995,6.4,  ,
OAK,1995,August,8/1/1995,6.1,  ,
OAK,1995,September,9/1/1995,5.9,  ,
OAK,1995,October,10/1/1995,5.5,  ,
OAK,1995,November,11/1/1995,5.2,  ,
OAK,1995,December,12/1/1995,4.8,  ,
OAK,1996,January,1/1/1996,5.7,  ,
OAK,1996,February,2/1/1996,5.3,  ,
OAK,1996,March,3/1/1996,5.3,  ,
OAK,1996,April,4/1/1996,5.2,  ,
OAK,1996,May,5/1/1996,5.1,  ,
OAK,1996,June,6/1/1996,5,  ,
OAK,1996,July,7/1/1996,5.5,  ,
OAK,1996,August,8/1/1996,5,  ,
OAK,1996,September,9/1/1996,5,  ,
OAK,1996,October,10/1/1996,4.7,  ,
OAK,1996,November,11/1/1996,4.5,  ,
OAK,1996,December,12/1/1996,4.1,  ,
OAK,1997,January,1/1/1997,4.9,  ,
OAK,1997,February,2/1/1997,4.6,  ,
OAK,1997,March,3/1/1997,4.5,  ,
OAK,1997,April,4/1/1997,4.3,  ,
OAK,1997,May,5/1/1997,4.2,  ,
OAK,1997,June,6/1/1997,4.6,  ,
OAK,1997,July,7/1/1997,4.8,  ,
OAK,1997,August,8/1/1997,4.6,  ,
OAK,1997,September,9/1/1997,4.5,  ,
OAK,1997,October,10/1/1997,4,  ,
OAK,1997,November,11/1/1997,3.8,  ,
OAK,1997,December,12/1/1997,3.5,  ,
OAK,1998,January,1/1/1998,4.2,  ,
OAK,1998,February,2/1/1998,4.1,  ,
OAK,1998,March,3/1/1998,4.1,  ,
OAK,1998,April,4/1/1998,3.7,  ,
OAK,1998,May,5/1/1998,3.7,  ,
OAK,1998,June,6/1/1998,4.1,  ,
OAK,1998,July,7/1/1998,4.3,  ,
OAK,1998,August,8/1/1998,4.2,  ,
OAK,1998,September,9/1/1998,4.1,  ,
OAK,1998,October,10/1/1998,3.9,  ,
OAK,1998,November,11/1/1998,3.6,  ,
OAK,1998,December,12/1/1998,3.2,  ,
OAK,1999,January,1/1/1999,3.8,  ,
OAK,1999,February,2/1/1999,3.6,  ,
OAK,1999,March,3/1/1999,3.5,  ,
OAK,1999,April,4/1/1999,3.3,  ,
OAK,1999,May,5/1/1999,3,  ,
OAK,1999,June,6/1/1999,3.5,  ,
OAK,1999,July,7/1/1999,3.7,  ,
OAK,1999,August,8/1/1999,3.4,  ,
OAK,1999,September,9/1/1999,3.3,  ,
OAK,1999,October,10/1/1999,3.1,  ,
OAK,1999,November,11/1/1999,2.9,  ,
OAK,1999,December,12/1/1999,2.6,  ,
OAK,2000,January,1/1/2000,3.8,  ,
OAK,2000,February,2/1/2000,3.8,  ,
OAK,2000,March,3/1/2000,3.9,  ,
OAK,2000,April,4/1/2000,3.4,  ,
OAK,2000,May,5/1/2000,3.5,  ,
OAK,2000,June,6/1/2000,3.9,  ,
OAK,2000,July,7/1/2000,4,  ,
OAK,2000,August,8/1/2000,3.8,  ,
OAK,2000,September,9/1/2000,3.5,  ,
OAK,2000,October,10/1/2000,3.3,  ,
OAK,2000,November,11/1/2000,3.3,  ,
OAK,2000,December,12/1/2000,2.9,  ,
OAK,2001,January,1/1/2001,3.7,  ,
OAK,2001,February,2/1/2001,3.5,  ,
OAK,2001,March,3/1/2001,3.8,  ,
OAK,2001,April,4/1/2001,3.8,  ,
OAK,2001,May,5/1/2001,3.7,  ,
OAK,2001,June,6/1/2001,4.5,  ,
OAK,2001,July,7/1/2001,4.8,  ,
OAK,2001,August,8/1/2001,5.1,  ,
OAK,2001,September,9/1/2001,5,  ,
OAK,2001,October,10/1/2001,5.3,  ,
OAK,2001,November,11/1/2001,5.5,  ,
OAK,2001,December,12/1/2001,5.3,  ,
OAK,2002,January,1/1/2002,6.2,  ,
OAK,2002,February,2/1/2002,6,  ,
OAK,2002,March,3/1/2002,6.3,  ,
OAK,2002,April,4/1/2002,6.1,  ,
OAK,2002,May,5/1/2002,5.8,  ,
OAK,2002,June,6/1/2002,6.5,  ,
OAK,2002,July,7/1/2002,6.6,  ,
OAK,2002,August,8/1/2002,6.5,  ,
OAK,2002,September,9/1/2002,6.2,  ,
OAK,2002,October,10/1/2002,6.3,  ,
OAK,2002,November,11/1/2002,6.5,  ,
OAK,2002,December,12/1/2002,6.2,  ,
OAK,2003,January,1/1/2003,6.8,  ,
OAK,2003,February,2/1/2003,6.6,  ,
OAK,2003,March,3/1/2003,6.7,  ,
OAK,2003,April,4/1/2003,6.5,  ,
OAK,2003,May,5/1/2003,6.3,  ,
OAK,2003,June,6/1/2003,7.1,  ,
OAK,2003,July,7/1/2003,6.9,  ,
OAK,2003,August,8/1/2003,6.7,  ,
OAK,2003,September,9/1/2003,6.3,  ,
OAK,2003,October,10/1/2003,6.2,  ,
OAK,2003,November,11/1/2003,6.3,  ,
OAK,2003,December,12/1/2003,5.7,  ,
OAK,2004,January,1/1/2004,6.4,  ,
OAK,2004,February,2/1/2004,6.1,  ,
OAK,2004,March,3/1/2004,6.4,  ,
OAK,2004,April,4/1/2004,5.8,  ,
OAK,2004,May,5/1/2004,5.4,  ,
OAK,2004,June,6/1/2004,5.9,  ,
OAK,2004,July,7/1/2004,5.9,  ,
OAK,2004,August,8/1/2004,5.6,  ,
OAK,2004,September,9/1/2004,5.2,  ,
OAK,2004,October,10/1/2004,5.2,  ,
OAK,2004,November,11/1/2004,5.3,  ,
OAK,2004,December,12/1/2004,4.9,  ,
OAK,2005,January,1/1/2005,5.4,  ,
OAK,2005,February,2/1/2005,5.5,  ,
OAK,2005,March,3/1/2005,5.3,  ,
OAK,2005,April,4/1/2005,4.9,  ,
OAK,2005,May,5/1/2005,4.7,  ,
OAK,2005,June,6/1/2005,5.1,  ,
OAK,2005,July,7/1/2005,5.3,  ,
OAK,2005,August,8/1/2005,5,  ,
OAK,2005,September,9/1/2005,4.9,  ,
OAK,2005,October,10/1/2005,4.8,  ,
OAK,2005,November,11/1/2005,4.8,  ,
OAK,2005,December,12/1/2005,4.3,  ,
OAK,2006,January,1/1/2006,4.6,  ,
OAK,2006,February,2/1/2006,4.6,  ,
OAK,2006,March,3/1/2006,4.6,  ,
OAK,2006,April,4/1/2006,4.3,  ,
OAK,2006,May,5/1/2006,4,  ,
OAK,2006,June,6/1/2006,4.5,  ,
OAK,2006,July,7/1/2006,4.8,  ,
OAK,2006,August,8/1/2006,4.5,  ,
OAK,2006,September,9/1/2006,4.2,  ,
OAK,2006,October,10/1/2006,4.1,  ,
OAK,2006,November,11/1/2006,4.3,  ,
OAK,2006,December,12/1/2006,4,  ,
OAK,2007,January,1/1/2007,4.7,  ,
OAK,2007,February,2/1/2007,4.6,  ,
OAK,2007,March,3/1/2007,4.5,  ,
OAK,2007,April,4/1/2007,4.4,  ,
OAK,2007,May,5/1/2007,4.2,  ,
OAK,2007,June,6/1/2007,4.8,  ,
OAK,2007,July,7/1/2007,5.1,  ,
OAK,2007,August,8/1/2007,4.9,  ,
OAK,2007,September,9/1/2007,4.8,  ,
OAK,2007,October,10/1/2007,4.8,  ,
OAK,2007,November,11/1/2007,4.9,  ,
OAK,2007,December,12/1/2007,4.8,  ,
OAK,2008,January,1/1/2008,5.2,  ,
OAK,2008,February,2/1/2008,5.2,  ,
OAK,2008,March,3/1/2008,5.5,  ,
OAK,2008,April,4/1/2008,5.1,  ,
OAK,2008,May,5/1/2008,5.6,  ,
OAK,2008,June,6/1/2008,6.2,  ,
OAK,2008,July,7/1/2008,6.6,  ,
OAK,2008,August,8/1/2008,6.8,  ,
OAK,2008,September,9/1/2008,6.7,  ,
OAK,2008,October,10/1/2008,6.9,  ,
OAK,2008,November,11/1/2008,7.2,  ,
OAK,2008,December,12/1/2008,7.6,  ,
OAK,2009,January,1/1/2009,8.8,  ,
OAK,2009,February,2/1/2009,9.2,  ,
OAK,2009,March,3/1/2009,9.6,  ,
OAK,2009,April,4/1/2009,9.4,  ,
OAK,2009,May,5/1/2009,9.7,  ,
OAK,2009,June,6/1/2009,10.5,  ,
OAK,2009,July,7/1/2009,10.8,  ,
OAK,2009,August,8/1/2009,10.8,  ,
OAK,2009,September,9/1/2009,10.7,  ,
OAK,2009,October,10/1/2009,10.8,  ,
OAK,2009,November,11/1/2009,10.7,  ,
OAK,2009,December,12/1/2009,10.5,  ,
OAK,2010,January,1/1/2010,11.2," 6,025 ",
OAK,2010,February,2/1/2010,11.1," 6,025 ",
OAK,2010,March,3/1/2010,11.2," 6,025 ",
OAK,2010,April,4/1/2010,10.8," 6,025 ",
OAK,2010,May,5/1/2010,10.6," 6,025 ",
OAK,2010,June,6/1/2010,11," 6,025 ",
OAK,2010,July,7/1/2010,11.3," 6,025 ",
OAK,2010,August,8/1/2010,11.2," 6,025 ",
OAK,2010,September,9/1/2010,10.8," 6,025 ",
OAK,2010,October,10/1/2010,10.7," 6,025 ",
OAK,2010,November,11/1/2010,10.9," 6,025 ",
OAK,2010,December,12/1/2010,10.4," 6,025 ",
OAK,2011,January,1/1/2011,10.9," 6,950 ",
OAK,2011,February,2/1/2011,10.6," 6,950 ",
OAK,2011,March,3/1/2011,10.5," 6,950 ",
OAK,2011,April,4/1/2011,10," 6,950 ",
OAK,2011,May,5/1/2011,9.9," 6,950 ",
OAK,2011,June,6/1/2011,10.6," 6,950 ",
OAK,2011,July,7/1/2011,10.6," 6,950 ",
OAK,2011,August,8/1/2011,10.4," 6,950 ",
OAK,2011,September,9/1/2011,10," 6,950 ",
OAK,2011,October,10/1/2011,9.8," 6,950 ",
OAK,2011,November,11/1/2011,9.5," 6,950 ",
OAK,2011,December,12/1/2011,9.2," 6,950 ",
OAK,2012,January,1/1/2012,9.5," 8,535 ",
OAK,2012,February,2/1/2012,9.4," 8,535 ",
OAK,2012,March,3/1/2012,9.3," 8,535 ",
OAK,2012,April,4/1/2012,8.7," 8,535 ",
OAK,2012,May,5/1/2012,8.7," 8,535 ",
OAK,2012,June,6/1/2012,9.2," 8,535 ",
OAK,2012,July,7/1/2012,9.3," 8,535 ",
OAK,2012,August,8/1/2012,9," 8,535 ",
OAK,2012,September,9/1/2012,8.2," 8,535 ",
OAK,2012,October,10/1/2012,8.3," 8,535 ",
OAK,2012,November,11/1/2012,8," 8,535 ",
OAK,2012,December,12/1/2012,7.9," 8,535 ",
OAK,2013,January,1/1/2013,8.4," 8,136 ",
OAK,2013,February,2/1/2013,7.9," 8,136 ",
OAK,2013,March,3/1/2013,7.6," 8,136 ",
OAK,2013,April,4/1/2013,7.1," 8,136 ",
OAK,2013,May,5/1/2013,7.1," 8,136 ",
OAK,2013,June,6/1/2013,7.7," 8,136 ",
OAK,2013,July,7/1/2013,7.7," 8,136 ",
OAK,2013,August,8/1/2013,7.4," 8,136 ",
OAK,2013,September,9/1/2013,7," 8,136 ",
OAK,2013,October,10/1/2013,7.1," 8,136 ",
OAK,2013,November,11/1/2013,6.7," 8,136 ",
OAK,2013,December,12/1/2013,6.3," 8,136 ",
OAK,2014,January,1/1/2014,6.6," 7,556 ",
OAK,2014,February,2/1/2014,6.6," 7,556 ",
OAK,2014,March,3/1/2014,6.6," 7,556 ",
OAK,2014,April,4/1/2014,5.7," 7,556 ",
OAK,2014,May,5/1/2014,5.7," 7,556 ",
OAK,2014,June,6/1/2014,6," 7,556 ",
OAK,2014,July,7/1/2014,6.4," 7,556 ",
OAK,2014,August,8/1/2014,6.2," 7,556 ",
OAK,2014,September,9/1/2014,5.6," 7,556 ",
OAK,2014,October,10/1/2014,5.6," 7,556 ",
OAK,2014,November,11/1/2014,5.4," 7,556 ",
OAK,2014,December,12/1/2014,5," 7,556 ",
OAK,2015,January,1/1/2015,5.5," 7,309 ",
OAK,2015,February,2/1/2015,5.2," 7,309 ",
OAK,2015,March,3/1/2015,5.1," 7,309 ",
OAK,2015,April,4/1/2015,4.7," 7,309 ",
OAK,2015,May,5/1/2015,4.7," 7,309 ",
OAK,2015,June,6/1/2015,5," 7,309 ",
OAK,2015,July,7/1/2015,5.2," 7,309 ",
OAK,2015,August,8/1/2015,4.9," 7,309 ",
OAK,2015,September,9/1/2015,4.5," 7,309 ",
OAK,2015,October,10/1/2015,4.6," 7,309 ",
OAK,2015,November,11/1/2015,4.5," 7,309 ",
OAK,2015,December,12/1/2015,4.3," 7,309 ",
OAK,2016,January,1/1/2016,4.6," 7,119 ",
OAK,2016,February,2/1/2016,4.5," 7,119 ",
OAK,2016,March,3/1/2016,4.6," 7,119 ",
OAK,2016,April,4/1/2016,4.3," 7,119 ",
OAK,2016,May,5/1/2016,3.9," 7,119 ",
OAK,2016,June,6/1/2016,4.6," 7,119 ",
OAK,2016,July,7/1/2016,4.7," 7,119 ",
OAK,2016,August,8/1/2016,4.6," 7,119 ",
OAK,2016,September,9/1/2016,4.3," 7,119 ",
OAK,2016,October,10/1/2016,4.3," 7,119 ",
OAK,2016,November,11/1/2016,4," 7,119 ",
OAK,2016,December,12/1/2016,3.9," 7,119 ",
OAK,2017,January,1/1/2017,4.3," 7,277 ",
OAK,2017,February,2/1/2017,4.1," 7,277 ",
OAK,2017,March,3/1/2017,3.9," 7,277 ",
OAK,2017,April,4/1/2017,3.6," 7,277 ",
OAK,2017,May,5/1/2017,3.4," 7,277 ",
OAK,2017,June,6/1/2017,3.9," 7,277 ",
OAK,2017,July,7/1/2017,4.1," 7,277 ",
OAK,2017,August,8/1/2017,4," 7,277 ",
OAK,2017,September,9/1/2017,3.4," 7,277 ",
OAK,2017,October,10/1/2017,3.3," 7,277 ",
OAK,2017,November,11/1/2017,3.2," 7,277 ",
OAK,2017,December,12/1/2017,3.1," 7,277 ",
OAK,2018,January,1/1/2018,3.4,  ,
OAK,2018,February,2/1/2018,3.3,  ,
OAK,2018,March,3/1/2018,3,  ,
OAK,2018,April,4/1/2018,2.7,  ,
OAK,2018,May,5/1/2018,2.7,  ,
OAK,2018,June,6/1/2018,3.4,  ,
OAK,2018,July,7/1/2018,3.2,  ,
OAK,2018,August,8/1/2018,3.1,  ,
OAK,2018,September,9/1/2018,2.9,  ,
OAK,2018,October,10/1/2018,2.9,  ,
CA,1990,January,1/1/1990,5.7,  ,
CA,1990,February,2/1/1990,5.6,  ,
CA,1990,March,3/1/1990,5.4,  ,
CA,1990,April,4/1/1990,5.4,  ,
CA,1990,May,5/1/1990,5.2,  ,
CA,1990,June,6/1/1990,5.3,  ,
CA,1990,July,7/1/1990,5.9,  ,
CA,1990,August,8/1/1990,5.7,  ,
CA,1990,September,9/1/1990,5.9,  ,
CA,1990,October,10/1/1990,5.9,  ,
CA,1990,November,11/1/1990,6.5,  ,
CA,1990,December,12/1/1990,6.6,  ,
CA,1991,January,1/1/1991,7.5,  ,
CA,1991,February,2/1/1991,7.9,  ,
CA,1991,March,3/1/1991,7.9,  ,
CA,1991,April,4/1/1991,7.4,  ,
CA,1991,May,5/1/1991,7.5,  ,
CA,1991,June,6/1/1991,7.7,  ,
CA,1991,July,7/1/1991,7.9,  ,
CA,1991,August,8/1/1991,7.5,  ,
CA,1991,September,9/1/1991,7.5,  ,
CA,1991,October,10/1/1991,7.6,  ,
CA,1991,November,11/1/1991,7.9,  ,
CA,1991,December,12/1/1991,8,  ,
CA,1992,January,1/1/1992,9.2,  ,
CA,1992,February,2/1/1992,9.4,  ,
CA,1992,March,3/1/1992,9.2,  ,
CA,1992,April,4/1/1992,8.7,  ,
CA,1992,May,5/1/1992,8.7,  ,
CA,1992,June,6/1/1992,9.5,  ,
CA,1992,July,7/1/1992,9.7,  ,
CA,1992,August,8/1/1992,9.4,  ,
CA,1992,September,9/1/1992,9.5,  ,
CA,1992,October,10/1/1992,9.2,  ,
CA,1992,November,11/1/1992,9.7,  ,
CA,1992,December,12/1/1992,9.5,  ,
CA,1993,January,1/1/1993,10.3,  ,
CA,1993,February,2/1/1993,10.3,  ,
CA,1993,March,3/1/1993,9.9,  ,
CA,1993,April,4/1/1993,9.5,  ,
CA,1993,May,5/1/1993,9.1,  ,
CA,1993,June,6/1/1993,9.5,  ,
CA,1993,July,7/1/1993,9.7,  ,
CA,1993,August,8/1/1993,9.2,  ,
CA,1993,September,9/1/1993,9.1,  ,
CA,1993,October,10/1/1993,9.2,  ,
CA,1993,November,11/1/1993,9.1,  ,
CA,1993,December,12/1/1993,8.7,  ,
CA,1994,January,1/1/1994,9.9,  ,
CA,1994,February,2/1/1994,9.7,  ,
CA,1994,March,3/1/1994,9.4,  ,
CA,1994,April,4/1/1994,8.9,  ,
CA,1994,May,5/1/1994,8.2,  ,
CA,1994,June,6/1/1994,8.6,  ,
CA,1994,July,7/1/1994,8.9,  ,
CA,1994,August,8/1/1994,8.4,  ,
CA,1994,September,9/1/1994,8.1,  ,
CA,1994,October,10/1/1994,7.9,  ,
CA,1994,November,11/1/1994,7.8,  ,
CA,1994,December,12/1/1994,7.3,  ,
CA,1995,January,1/1/1995,8.5,  ,
CA,1995,February,2/1/1995,8.1,  ,
CA,1995,March,3/1/1995,8,  ,
CA,1995,April,4/1/1995,8,  ,
CA,1995,May,5/1/1995,7.6,  ,
CA,1995,June,6/1/1995,7.8,  ,
CA,1995,July,7/1/1995,8.3,  ,
CA,1995,August,8/1/1995,7.8,  ,
CA,1995,September,9/1/1995,7.7,  ,
CA,1995,October,10/1/1995,7.5,  ,
CA,1995,November,11/1/1995,7.7,  ,
CA,1995,December,12/1/1995,7.3,  ,
CA,1996,January,1/1/1996,8.5,  ,
CA,1996,February,2/1/1996,8.1,  ,
CA,1996,March,3/1/1996,8,  ,
CA,1996,April,4/1/1996,7.5,  ,
CA,1996,May,5/1/1996,7.1,  ,
CA,1996,June,6/1/1996,7.1,  ,
CA,1996,July,7/1/1996,7.6,  ,
CA,1996,August,8/1/1996,6.8,  ,
CA,1996,September,9/1/1996,6.7,  ,
CA,1996,October,10/1/1996,6.6,  ,
CA,1996,November,11/1/1996,6.9,  ,
CA,1996,December,12/1/1996,6.5,  ,
CA,1997,January,1/1/1997,7.5,  ,
CA,1997,February,2/1/1997,7.2,  ,
CA,1997,March,3/1/1997,7,  ,
CA,1997,April,4/1/1997,6.4,  ,
CA,1997,May,5/1/1997,5.9,  ,
CA,1997,June,6/1/1997,6.3,  ,
CA,1997,July,7/1/1997,6.5,  ,
CA,1997,August,8/1/1997,6.1,  ,
CA,1997,September,9/1/1997,6.1,  ,
CA,1997,October,10/1/1997,5.8,  ,
CA,1997,November,11/1/1997,5.8,  ,
CA,1997,December,12/1/1997,5.8,  ,
CA,1998,January,1/1/1998,6.6,  ,
CA,1998,February,2/1/1998,6.3,  ,
CA,1998,March,3/1/1998,6.5,  ,
CA,1998,April,4/1/1998,5.7,  ,
CA,1998,May,5/1/1998,5.5,  ,
CA,1998,June,6/1/1998,5.9,  ,
CA,1998,July,7/1/1998,6.2,  ,
CA,1998,August,8/1/1998,5.9,  ,
CA,1998,September,9/1/1998,5.8,  ,
CA,1998,October,10/1/1998,5.8,  ,
CA,1998,November,11/1/1998,5.7,  ,
CA,1998,December,12/1/1998,5.4,  ,
CA,1999,January,1/1/1999,6.1,  ,
CA,1999,February,2/1/1999,5.9,  ,
CA,1999,March,3/1/1999,5.7,  ,
CA,1999,April,4/1/1999,5.3,  ,
CA,1999,May,5/1/1999,4.7,  ,
CA,1999,June,6/1/1999,5.2,  ,
CA,1999,July,7/1/1999,5.5,  ,
CA,1999,August,8/1/1999,5,  ,
CA,1999,September,9/1/1999,5,  ,
CA,1999,October,10/1/1999,4.9,  ,
CA,1999,November,11/1/1999,4.9,  ,
CA,1999,December,12/1/1999,4.7,  ,
CA,2000,January,1/1/2000,5.4,  ,
CA,2000,February,2/1/2000,5.4,  ,
CA,2000,March,3/1/2000,5.4,  ,
CA,2000,April,4/1/2000,4.8,  ,
CA,2000,May,5/1/2000,4.8,  ,
CA,2000,June,6/1/2000,5,  ,
CA,2000,July,7/1/2000,5.3,  ,
CA,2000,August,8/1/2000,5,  ,
CA,2000,September,9/1/2000,4.6,  ,
CA,2000,October,10/1/2000,4.5,  ,
CA,2000,November,11/1/2000,4.7,  ,
CA,2000,December,12/1/2000,4.4,  ,
CA,2001,January,1/1/2001,5.3,  ,
CA,2001,February,2/1/2001,5.1,  ,
CA,2001,March,3/1/2001,5.3,  ,
CA,2001,April,4/1/2001,4.9,  ,
CA,2001,May,5/1/2001,4.6,  ,
CA,2001,June,6/1/2001,5.2,  ,
CA,2001,July,7/1/2001,5.5,  ,
CA,2001,August,8/1/2001,5.7,  ,
CA,2001,September,9/1/2001,5.5,  ,
CA,2001,October,10/1/2001,5.8,  ,
CA,2001,November,11/1/2001,6.2,  ,
CA,2001,December,12/1/2001,6.1,  ,
CA,2002,January,1/1/2002,7,  ,
CA,2002,February,2/1/2002,6.8,  ,
CA,2002,March,3/1/2002,6.9,  ,
CA,2002,April,4/1/2002,6.6,  ,
CA,2002,May,5/1/2002,6.2,  ,
CA,2002,June,6/1/2002,6.7,  ,
CA,2002,July,7/1/2002,6.9,  ,
CA,2002,August,8/1/2002,6.7,  ,
CA,2002,September,9/1/2002,6.3,  ,
CA,2002,October,10/1/2002,6.4,  ,
CA,2002,November,11/1/2002,6.8,  ,
CA,2002,December,12/1/2002,6.7,  ,
CA,2003,January,1/1/2003,7.3,  ,
CA,2003,February,2/1/2003,7.1,  ,
CA,2003,March,3/1/2003,7.1,  ,
CA,2003,April,4/1/2003,6.7,  ,
CA,2003,May,5/1/2003,6.4,  ,
CA,2003,June,6/1/2003,7.2,  ,
CA,2003,July,7/1/2003,7.1,  ,
CA,2003,August,8/1/2003,6.8,  ,
CA,2003,September,9/1/2003,6.5,  ,
CA,2003,October,10/1/2003,6.5,  ,
CA,2003,November,11/1/2003,6.7,  ,
CA,2003,December,12/1/2003,6.2,  ,
CA,2004,January,1/1/2004,7,  ,
CA,2004,February,2/1/2004,6.7,  ,
CA,2004,March,3/1/2004,7,  ,
CA,2004,April,4/1/2004,6.3,  ,
CA,2004,May,5/1/2004,5.9,  ,
CA,2004,June,6/1/2004,6.4,  ,
CA,2004,July,7/1/2004,6.4,  ,
CA,2004,August,8/1/2004,5.9,  ,
CA,2004,September,9/1/2004,5.6,  ,
CA,2004,October,10/1/2004,5.7,  ,
CA,2004,November,11/1/2004,5.9,  ,
CA,2004,December,12/1/2004,5.7,  ,
CA,2005,January,1/1/2005,6.2,  ,
CA,2005,February,2/1/2005,6.1,  ,
CA,2005,March,3/1/2005,5.9,  ,
CA,2005,April,4/1/2005,5.3,  ,
CA,2005,May,5/1/2005,5,  ,
CA,2005,June,6/1/2005,5.4,  ,
CA,2005,July,7/1/2005,5.5,  ,
CA,2005,August,8/1/2005,5.1,  ,
CA,2005,September,9/1/2005,5.1,  ,
CA,2005,October,10/1/2005,5,  ,
CA,2005,November,11/1/2005,5.3,  ,
CA,2005,December,12/1/2005,4.9,  ,
CA,2006,January,1/1/2006,5.3,  ,
CA,2006,February,2/1/2006,5.3,  ,
CA,2006,March,3/1/2006,5.2,  ,
CA,2006,April,4/1/2006,4.9,  ,
CA,2006,May,5/1/2006,4.5,  ,
CA,2006,June,6/1/2006,4.9,  ,
CA,2006,July,7/1/2006,5.2,  ,
CA,2006,August,8/1/2006,4.9,  ,
CA,2006,September,9/1/2006,4.6,  ,
CA,2006,October,10/1/2006,4.5,  ,
CA,2006,November,11/1/2006,4.8,  ,
CA,2006,December,12/1/2006,4.7,  ,
CA,2007,January,1/1/2007,5.5,  ,
CA,2007,February,2/1/2007,5.4,  ,
CA,2007,March,3/1/2007,5.2,  ,
CA,2007,April,4/1/2007,5,  ,
CA,2007,May,5/1/2007,4.8,  ,
CA,2007,June,6/1/2007,5.3,  ,
CA,2007,July,7/1/2007,5.7,  ,
CA,2007,August,8/1/2007,5.4,  ,
CA,2007,September,9/1/2007,5.3,  ,
CA,2007,October,10/1/2007,5.4,  ,
CA,2007,November,11/1/2007,5.6,  ,
CA,2007,December,12/1/2007,5.9,  ,
CA,2008,January,1/1/2008,6.4,  ,
